session_id,user_type,timestamp_start,timestamp_end,event_sequence,event_timestamps,device_state,behavioral_features,label,generator_version,scenario_family,risk_score,split,split_reason
session_v2_001056_831ad2ba,average_user,2025-12-14T22:08:07.106298,2025-12-14T22:11:10.106298,"[""open_app:Settings"", ""switch_app"", ""close_app:Settings"", ""open_app:Browser"", ""click_link"", ""close_app:Browser"", ""open_app:WhatsApp"", ""scan_qr"", ""scan_qr"", ""click_link"", ""close_app:WhatsApp"", ""open_app:YouTube"", ""scroll"", ""switch_app"", ""open_app:FileManager""]","[""2025-12-14T22:08:07.106298"", ""2025-12-14T22:08:27.106298"", ""2025-12-14T22:08:37.106298"", ""2025-12-14T22:08:43.106298"", ""2025-12-14T22:09:10.106298"", ""2025-12-14T22:09:42.106298"", ""2025-12-14T22:09:46.106298"", ""2025-12-14T22:09:57.106298"", ""2025-12-14T22:10:06.106298"", ""2025-12-14T22:10:18.106298"", ""2025-12-14T22:10:37.106298"", ""2025-12-14T22:10:44.106298"", ""2025-12-14T22:10:52.106298"", ""2025-12-14T22:10:58.106298"", ""2025-12-14T22:11:10.106298""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.224}","{""session_duration"": 183, ""num_events"": 15, ""num_links_clicked"": 2, ""num_qr_scans"": 2, ""num_permission_requests"": 0}",normal,v2.0.0,benign_browse,0.284495,train,train_default
session_v2_001057_a93c4a47,cautious_user,2025-11-08T00:02:51.106949,2025-11-08T00:05:05.106949,"[""open_app:WhatsApp"", ""switch_app"", ""scroll"", ""open_app:Settings"", ""start_screen_share"", ""grant_permission"", ""grant_permission"", ""type_text"", ""open_app:Settings"", ""grant_permission"", ""grant_permission"", ""scroll"", ""type_text"", ""type_text"", ""scroll"", ""switch_app"", ""open_app:YouTube"", ""scroll"", ""close_app:YouTube""]","[""2025-11-08T00:02:51.106949"", ""2025-11-08T00:02:54.106949"", ""2025-11-08T00:03:03.106949"", ""2025-11-08T00:03:11.106949"", ""2025-11-08T00:03:17.106949"", ""2025-11-08T00:03:19.106949"", ""2025-11-08T00:03:23.106949"", ""2025-11-08T00:03:49.106949"", ""2025-11-08T00:03:58.106949"", ""2025-11-08T00:04:00.106949"", ""2025-11-08T00:04:02.106949"", ""2025-11-08T00:04:04.106949"", ""2025-11-08T00:04:14.106949"", ""2025-11-08T00:04:20.106949"", ""2025-11-08T00:04:21.106949"", ""2025-11-08T00:04:36.106949"", ""2025-11-08T00:04:58.106949"", ""2025-11-08T00:05:00.106949"", ""2025-11-08T00:05:05.106949""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.068}","{""session_duration"": 134, ""num_events"": 19, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 4}",malicious,v2.0.0,archetype_screen_share_abuse,0.591376,train,train_default
session_v2_001058_a481eaf0,average_user,2026-01-22T20:56:59.107588,2026-01-22T21:01:53.107588,"[""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:Settings"", ""grant_permission"", ""deny_permission"", ""install_app"", ""scroll"", ""scroll"", ""switch_app"", ""open_app:FileManager"", ""scroll"", ""switch_app"", ""close_app:FileManager"", ""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:Browser"", ""download_file"", ""download_file"", ""scroll"", ""scroll"", ""scroll"", ""switch_app"", ""open_app:Settings""]","[""2026-01-22T20:56:59.107588"", ""2026-01-22T20:57:01.107588"", ""2026-01-22T20:57:10.107588"", ""2026-01-22T20:57:18.107588"", ""2026-01-22T20:57:19.107588"", ""2026-01-22T20:57:30.107588"", ""2026-01-22T20:57:33.107588"", ""2026-01-22T20:58:23.107588"", ""2026-01-22T20:58:42.107588"", ""2026-01-22T20:58:52.107588"", ""2026-01-22T20:59:06.107588"", ""2026-01-22T20:59:22.107588"", ""2026-01-22T20:59:37.107588"", ""2026-01-22T21:00:10.107588"", ""2026-01-22T21:00:18.107588"", ""2026-01-22T21:00:22.107588"", ""2026-01-22T21:00:27.107588"", ""2026-01-22T21:00:34.107588"", ""2026-01-22T21:00:44.107588"", ""2026-01-22T21:00:54.107588"", ""2026-01-22T21:01:10.107588"", ""2026-01-22T21:01:41.107588"", ""2026-01-22T21:01:45.107588"", ""2026-01-22T21:01:48.107588"", ""2026-01-22T21:01:53.107588""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.253}","{""session_duration"": 294, ""num_events"": 25, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 2}",normal,v2.0.0,benign_browse,0.311546,train,train_default
session_v2_001059_de0cb096,risky_user,2026-02-24T02:02:12.110717,2026-02-24T02:03:16.110717,"[""open_app:Browser"", ""switch_app"", ""open_app:Settings"", ""grant_permission"", ""scroll"", ""open_app:Settings"", ""grant_permission"", ""grant_permission"", ""grant_permission"", ""install_app"", ""grant_permission"", ""install_app"", ""switch_app"", ""open_app:WhatsApp""]","[""2026-02-24T02:02:12.110717"", ""2026-02-24T02:02:14.110717"", ""2026-02-24T02:02:17.110717"", ""2026-02-24T02:02:19.110717"", ""2026-02-24T02:02:21.110717"", ""2026-02-24T02:02:39.110717"", ""2026-02-24T02:02:42.110717"", ""2026-02-24T02:02:43.110717"", ""2026-02-24T02:02:47.110717"", ""2026-02-24T02:02:49.110717"", ""2026-02-24T02:03:01.110717"", ""2026-02-24T02:03:07.110717"", ""2026-02-24T02:03:09.110717"", ""2026-02-24T02:03:16.110717""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.276}","{""session_duration"": 64, ""num_events"": 14, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 5}",malicious,v2.0.0,archetype_permission_burst,0.638755,train,train_default
session_v2_001060_c4b38a66,cautious_user,2026-02-05T05:51:56.111248,2026-02-05T05:59:10.111248,"[""open_app:WhatsApp"", ""scroll"", ""scan_qr"", ""type_text"", ""switch_app"", ""open_app:YouTube"", ""switch_app"", ""open_app:Browser"", ""scroll"", ""scroll"", ""switch_app"", ""close_app:Browser"", ""open_app:Settings"", ""scroll"", ""scroll"", ""switch_app"", ""open_app:Browser"", ""type_text"", ""type_text"", ""scroll"", ""type_text"", ""type_text"", ""type_text"", ""switch_app"", ""close_app:Browser"", ""open_app:Settings"", ""deny_permission"", ""switch_app""]","[""2026-02-05T05:51:56.111248"", ""2026-02-05T05:52:08.111248"", ""2026-02-05T05:52:18.111248"", ""2026-02-05T05:52:34.111248"", ""2026-02-05T05:52:51.111248"", ""2026-02-05T05:52:54.111248"", ""2026-02-05T05:52:59.111248"", ""2026-02-05T05:53:11.111248"", ""2026-02-05T05:53:29.111248"", ""2026-02-05T05:53:56.111248"", ""2026-02-05T05:54:06.111248"", ""2026-02-05T05:54:11.111248"", ""2026-02-05T05:54:17.111248"", ""2026-02-05T05:54:38.111248"", ""2026-02-05T05:54:52.111248"", ""2026-02-05T05:54:54.111248"", ""2026-02-05T05:54:59.111248"", ""2026-02-05T05:55:33.111248"", ""2026-02-05T05:55:39.111248"", ""2026-02-05T05:55:49.111248"", ""2026-02-05T05:56:09.111248"", ""2026-02-05T05:56:23.111248"", ""2026-02-05T05:56:39.111248"", ""2026-02-05T05:56:58.111248"", ""2026-02-05T05:57:03.111248"", ""2026-02-05T05:57:53.111248"", ""2026-02-05T05:58:22.111248"", ""2026-02-05T05:59:10.111248""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.133}","{""session_duration"": 434, ""num_events"": 28, ""num_links_clicked"": 0, ""num_qr_scans"": 1, ""num_permission_requests"": 1}",normal,v2.0.0,benign_chat,0.29275,train,train_default
session_v2_001061_112bc813,cautious_user,2026-01-16T06:02:13.114226,2026-01-16T06:09:48.114226,"[""open_app:YouTube"", ""type_text"", ""switch_app"", ""close_app:YouTube"", ""open_app:Settings"", ""deny_permission"", ""deny_permission"", ""scroll"", ""type_text"", ""scroll"", ""type_text"", ""deny_permission"", ""switch_app"", ""close_app:Settings"", ""open_app:Browser"", ""close_app:Browser"", ""open_app:FileManager"", ""type_text"", ""switch_app"", ""open_app:WhatsApp"", ""click_link"", ""switch_app"", ""open_app:Settings"", ""close_app:Settings"", ""open_app:Settings""]","[""2026-01-16T06:02:13.114226"", ""2026-01-16T06:02:17.114226"", ""2026-01-16T06:02:40.114226"", ""2026-01-16T06:02:45.114226"", ""2026-01-16T06:02:58.114226"", ""2026-01-16T06:03:00.114226"", ""2026-01-16T06:03:18.114226"", ""2026-01-16T06:04:13.114226"", ""2026-01-16T06:04:34.114226"", ""2026-01-16T06:04:49.114226"", ""2026-01-16T06:05:05.114226"", ""2026-01-16T06:05:32.114226"", ""2026-01-16T06:05:37.114226"", ""2026-01-16T06:06:02.114226"", ""2026-01-16T06:06:30.114226"", ""2026-01-16T06:06:34.114226"", ""2026-01-16T06:07:02.114226"", ""2026-01-16T06:07:25.114226"", ""2026-01-16T06:07:54.114226"", ""2026-01-16T06:08:02.114226"", ""2026-01-16T06:08:15.114226"", ""2026-01-16T06:08:48.114226"", ""2026-01-16T06:09:16.114226"", ""2026-01-16T06:09:25.114226"", ""2026-01-16T06:09:48.114226""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.185}","{""session_duration"": 455, ""num_events"": 25, ""num_links_clicked"": 1, ""num_qr_scans"": 0, ""num_permission_requests"": 3}",normal,v2.0.0,benign_media,0.34542,train,train_default
session_v2_001062_6d32f457,average_user,2025-11-08T16:02:37.115220,2025-11-08T16:04:25.115220,"[""open_app:WhatsApp"", ""switch_app"", ""open_app:WhatsApp"", ""click_link"", ""switch_app"", ""open_app:Browser"", ""download_file"", ""install_app"", ""grant_permission"", ""type_text"", ""open_app:Browser"", ""download_file"", ""type_text""]","[""2025-11-08T16:02:37.115220"", ""2025-11-08T16:02:56.115220"", ""2025-11-08T16:02:57.115220"", ""2025-11-08T16:03:05.115220"", ""2025-11-08T16:03:10.115220"", ""2025-11-08T16:03:25.115220"", ""2025-11-08T16:03:27.115220"", ""2025-11-08T16:03:32.115220"", ""2025-11-08T16:03:35.115220"", ""2025-11-08T16:03:40.115220"", ""2025-11-08T16:03:45.115220"", ""2025-11-08T16:04:06.115220"", ""2025-11-08T16:04:25.115220""]","{""vpn"": 1, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.41}","{""session_duration"": 108, ""num_events"": 13, ""num_links_clicked"": 1, ""num_qr_scans"": 0, ""num_permission_requests"": 1}",malicious,v2.0.0,archetype_link_install,0.751419,train,train_default
session_v2_001063_a7b4116e,risky_user,2025-12-03T14:59:32.117177,2025-12-03T15:03:20.117177,"[""open_app:Settings"", ""scroll"", ""start_screen_share"", ""scroll"", ""type_text"", ""deny_permission"", ""type_text"", ""scroll"", ""switch_app"", ""close_app:Settings"", ""open_app:Browser"", ""click_link"", ""scroll"", ""stop_screen_share"", ""install_app"", ""scan_qr"", ""switch_app"", ""close_app:Browser""]","[""2025-12-03T14:59:32.117177"", ""2025-12-03T14:59:46.117177"", ""2025-12-03T14:59:54.117177"", ""2025-12-03T14:59:56.117177"", ""2025-12-03T15:00:07.117177"", ""2025-12-03T15:00:36.117177"", ""2025-12-03T15:00:45.117177"", ""2025-12-03T15:00:59.117177"", ""2025-12-03T15:01:06.117177"", ""2025-12-03T15:01:17.117177"", ""2025-12-03T15:01:20.117177"", ""2025-12-03T15:01:50.117177"", ""2025-12-03T15:02:17.117177"", ""2025-12-03T15:02:49.117177"", ""2025-12-03T15:02:51.117177"", ""2025-12-03T15:02:59.117177"", ""2025-12-03T15:03:02.117177"", ""2025-12-03T15:03:20.117177""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.444}","{""session_duration"": 228, ""num_events"": 18, ""num_links_clicked"": 1, ""num_qr_scans"": 1, ""num_permission_requests"": 1}",normal,v2.0.0,benign_settings,0.253031,train,train_default
session_v2_001064_f8381e4c,average_user,2026-03-18T13:55:41.117809,2026-03-18T14:01:05.117809,"[""open_app:Browser"", ""switch_app"", ""close_app:Browser"", ""open_app:YouTube"", ""type_text"", ""type_text"", ""switch_app"", ""open_app:Browser"", ""scan_qr"", ""scan_qr"", ""close_app:Browser"", ""open_app:YouTube"", ""type_text"", ""switch_app"", ""close_app:YouTube"", ""open_app:WhatsApp"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Settings"", ""deny_permission"", ""type_text"", ""scroll""]","[""2026-03-18T13:55:41.117809"", ""2026-03-18T13:55:49.117809"", ""2026-03-18T13:56:27.117809"", ""2026-03-18T13:56:39.117809"", ""2026-03-18T13:56:44.117809"", ""2026-03-18T13:56:47.117809"", ""2026-03-18T13:57:05.117809"", ""2026-03-18T13:57:10.117809"", ""2026-03-18T13:57:20.117809"", ""2026-03-18T13:58:10.117809"", ""2026-03-18T13:58:19.117809"", ""2026-03-18T13:59:07.117809"", ""2026-03-18T13:59:17.117809"", ""2026-03-18T13:59:25.117809"", ""2026-03-18T13:59:29.117809"", ""2026-03-18T13:59:39.117809"", ""2026-03-18T13:59:51.117809"", ""2026-03-18T14:00:15.117809"", ""2026-03-18T14:00:19.117809"", ""2026-03-18T14:00:29.117809"", ""2026-03-18T14:00:56.117809"", ""2026-03-18T14:01:05.117809""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.344}","{""session_duration"": 324, ""num_events"": 22, ""num_links_clicked"": 0, ""num_qr_scans"": 2, ""num_permission_requests"": 1}",normal,v2.0.0,benign_browse,0.329304,test_ood,ood_time_bucket
session_v2_001065_e6775203,average_user,2025-12-30T17:15:18.118481,2025-12-30T17:20:13.118481,"[""open_app:FileManager"", ""scroll"", ""scroll"", ""type_text"", ""scroll"", ""switch_app"", ""open_app:Settings"", ""grant_permission"", ""deny_permission"", ""grant_permission"", ""scroll"", ""start_screen_share"", ""type_text"", ""scroll"", ""type_text"", ""type_text"", ""type_text"", ""switch_app"", ""close_app:Settings"", ""open_app:WhatsApp""]","[""2025-12-30T17:15:18.118481"", ""2025-12-30T17:15:24.118481"", ""2025-12-30T17:16:01.118481"", ""2025-12-30T17:16:06.118481"", ""2025-12-30T17:16:20.118481"", ""2025-12-30T17:16:24.118481"", ""2025-12-30T17:16:34.118481"", ""2025-12-30T17:16:43.118481"", ""2025-12-30T17:17:33.118481"", ""2025-12-30T17:17:37.118481"", ""2025-12-30T17:18:00.118481"", ""2025-12-30T17:18:23.118481"", ""2025-12-30T17:18:35.118481"", ""2025-12-30T17:19:18.118481"", ""2025-12-30T17:19:22.118481"", ""2025-12-30T17:19:40.118481"", ""2025-12-30T17:19:44.118481"", ""2025-12-30T17:20:05.118481"", ""2025-12-30T17:20:10.118481"", ""2025-12-30T17:20:13.118481""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.189}","{""session_duration"": 295, ""num_events"": 20, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 3}",normal,v2.0.0,benign_chat,0.26081,train,train_default
session_v2_001066_d07a0f67,cautious_user,2025-11-02T16:06:39.119168,2025-11-02T16:13:49.119168,"[""open_app:WhatsApp"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Settings"", ""deny_permission"", ""type_text"", ""scroll"", ""close_app:Settings"", ""open_app:WhatsApp"", ""type_text"", ""scroll"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:Settings"", ""deny_permission"", ""scroll"", ""type_text"", ""switch_app"", ""open_app:FileManager"", ""type_text"", ""switch_app"", ""close_app:FileManager"", ""open_app:YouTube"", ""scroll"", ""switch_app"", ""close_app:YouTube""]","[""2025-11-02T16:06:39.119168"", ""2025-11-02T16:07:06.119168"", ""2025-11-02T16:07:31.119168"", ""2025-11-02T16:07:35.119168"", ""2025-11-02T16:07:44.119168"", ""2025-11-02T16:07:57.119168"", ""2025-11-02T16:08:24.119168"", ""2025-11-02T16:08:39.119168"", ""2025-11-02T16:08:50.119168"", ""2025-11-02T16:09:00.119168"", ""2025-11-02T16:09:03.119168"", ""2025-11-02T16:09:11.119168"", ""2025-11-02T16:09:38.119168"", ""2025-11-02T16:09:45.119168"", ""2025-11-02T16:10:32.119168"", ""2025-11-02T16:10:39.119168"", ""2025-11-02T16:11:07.119168"", ""2025-11-02T16:11:25.119168"", ""2025-11-02T16:11:37.119168"", ""2025-11-02T16:11:50.119168"", ""2025-11-02T16:12:27.119168"", ""2025-11-02T16:13:07.119168"", ""2025-11-02T16:13:10.119168"", ""2025-11-02T16:13:41.119168"", ""2025-11-02T16:13:45.119168"", ""2025-11-02T16:13:49.119168""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.33}","{""session_duration"": 430, ""num_events"": 26, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 2}",normal,v2.0.0,benign_files,0.315223,val,val_random_fill
session_v2_001067_cffbc0bf,average_user,2026-01-28T22:21:52.120054,2026-01-28T22:26:38.120054,"[""open_app:WhatsApp"", ""scroll"", ""type_text"", ""switch_app"", ""open_app:Browser"", ""click_link"", ""click_link"", ""type_text"", ""scroll"", ""type_text"", ""switch_app"", ""close_app:Browser"", ""open_app:Settings"", ""deny_permission"", ""switch_app"", ""close_app:Settings""]","[""2026-01-28T22:21:52.120054"", ""2026-01-28T22:21:56.120054"", ""2026-01-28T22:22:08.120054"", ""2026-01-28T22:22:25.120054"", ""2026-01-28T22:22:35.120054"", ""2026-01-28T22:22:39.120054"", ""2026-01-28T22:22:46.120054"", ""2026-01-28T22:22:59.120054"", ""2026-01-28T22:23:03.120054"", ""2026-01-28T22:23:42.120054"", ""2026-01-28T22:23:57.120054"", ""2026-01-28T22:24:57.120054"", ""2026-01-28T22:25:35.120054"", ""2026-01-28T22:25:48.120054"", ""2026-01-28T22:26:07.120054"", ""2026-01-28T22:26:38.120054""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.289}","{""session_duration"": 286, ""num_events"": 16, ""num_links_clicked"": 2, ""num_qr_scans"": 0, ""num_permission_requests"": 1}",normal,v2.0.0,benign_settings,0.375889,train,train_default
session_v2_001068_b70bd120,risky_user,2026-02-28T21:52:25.121580,2026-02-28T21:55:29.121580,"[""open_app:Settings"", ""switch_app"", ""open_app:Browser"", ""download_file"", ""install_app"", ""click_link"", ""switch_app"", ""close_app:Browser"", ""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:Settings"", ""grant_permission"", ""switch_app"", ""scroll"", ""open_app:Browser"", ""click_link"", ""download_file""]","[""2026-02-28T21:52:25.121580"", ""2026-02-28T21:52:28.121580"", ""2026-02-28T21:52:45.121580"", ""2026-02-28T21:52:47.121580"", ""2026-02-28T21:52:54.121580"", ""2026-02-28T21:53:22.121580"", ""2026-02-28T21:53:37.121580"", ""2026-02-28T21:54:05.121580"", ""2026-02-28T21:54:16.121580"", ""2026-02-28T21:54:26.121580"", ""2026-02-28T21:54:56.121580"", ""2026-02-28T21:55:02.121580"", ""2026-02-28T21:55:08.121580"", ""2026-02-28T21:55:16.121580"", ""2026-02-28T21:55:19.121580"", ""2026-02-28T21:55:21.121580"", ""2026-02-28T21:55:27.121580"", ""2026-02-28T21:55:29.121580""]","{""vpn"": 0, ""rooted"": 1, ""emulator"": 0, ""ip_risk_score"": 0.358}","{""session_duration"": 184, ""num_events"": 18, ""num_links_clicked"": 2, ""num_qr_scans"": 0, ""num_permission_requests"": 1}",suspicious,v2.0.0,mixed_anomalous,0.436313,val,val_random_fill
session_v2_001069_806076e7,cautious_user,2025-11-19T16:02:29.122492,2025-11-19T16:06:39.122492,"[""open_app:YouTube"", ""type_text"", ""scroll"", ""type_text"", ""scroll"", ""scroll"", ""type_text"", ""switch_app"", ""open_app:Settings"", ""deny_permission"", ""switch_app"", ""close_app:Settings"", ""open_app:Browser"", ""click_link"", ""click_link"", ""switch_app"", ""scroll"", ""open_app:WhatsApp"", ""type_text"", ""scroll"", ""start_screen_share""]","[""2025-11-19T16:02:29.122492"", ""2025-11-19T16:02:39.122492"", ""2025-11-19T16:02:49.122492"", ""2025-11-19T16:03:17.122492"", ""2025-11-19T16:03:29.122492"", ""2025-11-19T16:03:41.122492"", ""2025-11-19T16:04:02.122492"", ""2025-11-19T16:04:15.122492"", ""2025-11-19T16:04:17.122492"", ""2025-11-19T16:04:24.122492"", ""2025-11-19T16:04:27.122492"", ""2025-11-19T16:04:57.122492"", ""2025-11-19T16:05:06.122492"", ""2025-11-19T16:05:36.122492"", ""2025-11-19T16:05:47.122492"", ""2025-11-19T16:05:49.122492"", ""2025-11-19T16:06:04.122492"", ""2025-11-19T16:06:07.122492"", ""2025-11-19T16:06:10.122492"", ""2025-11-19T16:06:18.122492"", ""2025-11-19T16:06:39.122492""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.312}","{""session_duration"": 250, ""num_events"": 21, ""num_links_clicked"": 2, ""num_qr_scans"": 0, ""num_permission_requests"": 1}",suspicious,v2.0.0,screen_share_contextual,0.463821,val,val_random_fill
session_v2_001070_7ba367eb,average_user,2026-01-19T19:00:27.123297,2026-01-19T19:03:29.123297,"[""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:Settings"", ""grant_permission"", ""type_text"", ""grant_permission"", ""switch_app"", ""close_app:Settings"", ""open_app:WhatsApp"", ""click_link"", ""switch_app"", ""open_app:Settings""]","[""2026-01-19T19:00:27.123297"", ""2026-01-19T19:00:36.123297"", ""2026-01-19T19:00:43.123297"", ""2026-01-19T19:01:05.123297"", ""2026-01-19T19:01:43.123297"", ""2026-01-19T19:02:08.123297"", ""2026-01-19T19:02:17.123297"", ""2026-01-19T19:02:39.123297"", ""2026-01-19T19:02:50.123297"", ""2026-01-19T19:02:58.123297"", ""2026-01-19T19:03:08.123297"", ""2026-01-19T19:03:20.123297"", ""2026-01-19T19:03:29.123297""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.441}","{""session_duration"": 182, ""num_events"": 13, ""num_links_clicked"": 1, ""num_qr_scans"": 0, ""num_permission_requests"": 2}",normal,v2.0.0,benign_browse,0.418395,train,train_default
session_v2_001071_fde894a2,cautious_user,2026-03-05T18:09:05.123988,2026-03-05T18:16:48.123988,"[""open_app:Browser"", ""type_text"", ""switch_app"", ""close_app:Browser"", ""open_app:YouTube"", ""scroll"", ""switch_app"", ""close_app:YouTube"", ""open_app:Browser"", ""type_text"", ""scroll"", ""type_text"", ""click_link"", ""scroll"", ""type_text"", ""switch_app"", ""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:FileManager"", ""close_app:FileManager"", ""open_app:YouTube"", ""switch_app"", ""close_app:YouTube"", ""open_app:FileManager""]","[""2026-03-05T18:09:05.123988"", ""2026-03-05T18:09:09.123988"", ""2026-03-05T18:09:38.123988"", ""2026-03-05T18:09:56.123988"", ""2026-03-05T18:10:24.123988"", ""2026-03-05T18:10:46.123988"", ""2026-03-05T18:10:53.123988"", ""2026-03-05T18:11:53.123988"", ""2026-03-05T18:11:58.123988"", ""2026-03-05T18:12:03.123988"", ""2026-03-05T18:12:27.123988"", ""2026-03-05T18:12:49.123988"", ""2026-03-05T18:13:02.123988"", ""2026-03-05T18:13:07.123988"", ""2026-03-05T18:13:21.123988"", ""2026-03-05T18:13:40.123988"", ""2026-03-05T18:13:46.123988"", ""2026-03-05T18:13:59.123988"", ""2026-03-05T18:14:21.123988"", ""2026-03-05T18:15:03.123988"", ""2026-03-05T18:15:07.123988"", ""2026-03-05T18:15:27.123988"", ""2026-03-05T18:15:45.123988"", ""2026-03-05T18:16:29.123988"", ""2026-03-05T18:16:48.123988""]","{""vpn"": 1, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.227}","{""session_duration"": 463, ""num_events"": 25, ""num_links_clicked"": 1, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",normal,v2.0.0,benign_browse,0.409825,train,train_default
session_v2_001072_ca26a6ff,risky_user,2026-02-28T16:43:40.125606,2026-02-28T16:45:18.125606,"[""open_app:Browser"", ""download_file"", ""open_app:Settings"", ""start_screen_share"", ""grant_permission"", ""grant_permission"", ""grant_permission"", ""type_text"", ""click_link"", ""switch_app"", ""open_app:Settings"", ""grant_permission"", ""switch_app"", ""open_app:Browser"", ""scan_qr"", ""click_link""]","[""2026-02-28T16:43:40.125606"", ""2026-02-28T16:43:42.125606"", ""2026-02-28T16:43:50.125606"", ""2026-02-28T16:43:55.125606"", ""2026-02-28T16:44:01.125606"", ""2026-02-28T16:44:05.125606"", ""2026-02-28T16:44:11.125606"", ""2026-02-28T16:44:12.125606"", ""2026-02-28T16:44:18.125606"", ""2026-02-28T16:44:37.125606"", ""2026-02-28T16:44:47.125606"", ""2026-02-28T16:44:54.125606"", ""2026-02-28T16:44:55.125606"", ""2026-02-28T16:45:02.125606"", ""2026-02-28T16:45:16.125606"", ""2026-02-28T16:45:18.125606""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.45}","{""session_duration"": 98, ""num_events"": 16, ""num_links_clicked"": 2, ""num_qr_scans"": 1, ""num_permission_requests"": 4}",malicious,v2.0.0,archetype_screen_share_abuse,0.639737,train,train_default
session_v2_001073_d720ae55,average_user,2026-01-26T11:49:23.126423,2026-01-26T11:53:52.126423,"[""open_app:Browser"", ""scroll"", ""scroll"", ""scroll"", ""close_app:Browser"", ""open_app:Settings"", ""type_text"", ""scroll"", ""type_text"", ""type_text"", ""type_text"", ""switch_app"", ""close_app:Settings"", ""open_app:YouTube"", ""scroll"", ""switch_app"", ""open_app:WhatsApp"", ""switch_app"", ""close_app:WhatsApp"", ""open_app:FileManager""]","[""2026-01-26T11:49:23.126423"", ""2026-01-26T11:49:35.126423"", ""2026-01-26T11:49:37.126423"", ""2026-01-26T11:50:02.126423"", ""2026-01-26T11:50:09.126423"", ""2026-01-26T11:50:14.126423"", ""2026-01-26T11:50:20.126423"", ""2026-01-26T11:50:56.126423"", ""2026-01-26T11:51:07.126423"", ""2026-01-26T11:51:22.126423"", ""2026-01-26T11:51:26.126423"", ""2026-01-26T11:51:59.126423"", ""2026-01-26T11:52:28.126423"", ""2026-01-26T11:52:34.126423"", ""2026-01-26T11:52:48.126423"", ""2026-01-26T11:53:00.126423"", ""2026-01-26T11:53:09.126423"", ""2026-01-26T11:53:12.126423"", ""2026-01-26T11:53:41.126423"", ""2026-01-26T11:53:52.126423""]","{""vpn"": 0, ""rooted"": 0, ""emulator"": 0, ""ip_risk_score"": 0.271}","{""session_duration"": 269, ""num_events"": 20, ""num_links_clicked"": 0, ""num_qr_scans"": 0, ""num_permission_requests"": 0}",normal,v2.0.0,benign_chat,0.316938,train,train_default
